"PermitNumber","PermitteeName","PermitTypeID","PermitIssueDateFrom","IssuedWorkStartDate","IssuedWorkEndDate","PermitHouseNumber","OnStreetName","FromStreetName","ToStreetName","RoadWayType","SideWalkType","Status","BoroughName","SpecificLocation","CraneType","EquipmentType",
"B022019199A86","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:25 PM","7/18/2019 2:10:25 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","Lull",
"B022019199A85","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:25 PM","7/18/2019 2:10:25 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","Jersey Barrier",
"B022019199A84","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:24 PM","7/18/2019 2:10:24 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","Forklift",
"B022019199A83","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:24 PM","7/18/2019 2:10:24 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","Excavator",
"B022019199A82","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:23 PM","7/18/2019 2:10:23 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","Bobcat",
"B022019199A81","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:10:23 PM","7/18/2019 2:10:23 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","",
"B022019199A80","ADAM'S EUROPEAN CONTRACTING INC.","'0214","7/18/2019 2:10:22 PM","7/18/2019 2:10:22 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","",
"B022019199A79","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:10:22 PM","7/18/2019 2:10:22 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","",
"B022019199A78","ADAM'S EUROPEAN CONTRACTING INC.","'0202","7/18/2019 2:10:21 PM","7/18/2019 2:10:21 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","",
"B022019199A77","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:10:21 PM","7/18/2019 2:10:21 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","",
"M162019199A35","WASTE CONNECTIONS OF NEW YORK, INC.","'1600","7/18/2019 2:10:17 PM","7/18/2019 2:10:17 PM","7/22/2019 11:59:59 PM","'","WEST  111 STREET","AMSTERDAM AVENUE","BROADWAY","","","ACTIVE","MANHATTAN","COLUMBIA / NICOLE / CLEANOUT  ","","",
"Q012019199C67","ROCK E SMALL PLUMBING & HEATING INC","'0115P","7/18/2019 2:10:04 PM","7/18/2019 2:10:04 PM","8/14/2019 11:59:59 PM","'"," 165 STREET"," 107 AVENUE","SOUTH ROAD","","","ACTIVE","QUEENS","104-74 and 104-76 165 Street, Queens, NY, 11433 ","","",
"Q012019199C66","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:09:53 PM","7/18/2019 2:09:53 PM","9/15/2019 11:59:59 PM","'","  63 STREET","  54 AVENUE","BORDEN AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C65","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:53 PM","7/18/2019 2:09:53 PM","9/15/2019 11:59:59 PM","'","WOODHAVEN BOULEVARD","  61 ROAD","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C64","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:52 PM","7/18/2019 2:09:52 PM","9/15/2019 11:59:59 PM","'","  53 AVENUE","  62 STREET","MAURICE AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C63","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:52 PM","7/18/2019 2:09:52 PM","9/15/2019 11:59:59 PM","'","LINDEN STREET","  60 PLACE","FRESH POND ROAD","","","ACTIVE","QUEENS","","","",
"Q012019199C62","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:51 PM","7/18/2019 2:09:51 PM","9/15/2019 11:59:59 PM","'","PALMETTO STREET","  64 STREET","FRESH POND ROAD","","","ACTIVE","QUEENS","","","",
"Q012019199C61","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:51 PM","7/18/2019 2:09:51 PM","9/15/2019 11:59:59 PM","'","  85 STREET","  61 ROAD","DRY HARBOR ROAD","","","ACTIVE","QUEENS","","","",
"Q012019199C60","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:09:50 PM","7/18/2019 2:09:50 PM","9/15/2019 11:59:59 PM","'","  85 STREET","  60 DRIVE","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C59","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:50 PM","7/18/2019 2:09:50 PM","9/15/2019 11:59:59 PM","'","  84 PLACE","  61 ROAD","DRY HARBOR ROAD","","","ACTIVE","QUEENS","","","",
"Q012019199C58","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:49 PM","7/18/2019 2:09:49 PM","9/15/2019 11:59:59 PM","'","  80 STREET","  62 AVENUE","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C57","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:09:49 PM","7/18/2019 2:09:49 PM","9/15/2019 11:59:59 PM","'","  78 STREET","  62 AVENUE","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C56","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:26 PM","7/18/2019 2:09:26 PM","9/15/2019 11:59:59 PM","'","  69 PLACE","CENTRAL AVENUE","","","","ACTIVE","QUEENS","","","",
"Q012019199C55","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:09:26 PM","7/18/2019 2:09:26 PM","9/15/2019 11:59:59 PM","'","  69 PLACE","  70 AVENUE","","","","ACTIVE","QUEENS","","","",
"Q012019199C54","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:25 PM","7/18/2019 2:09:25 PM","9/7/2019 11:59:59 PM","'","  68 STREET","CENTRAL AVENUE","","","","ACTIVE","QUEENS","","","",
"Q012019199C53","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:09:24 PM","7/18/2019 2:09:24 PM","9/15/2019 11:59:59 PM","'","  72 STREET","CENTRAL AVENUE","","","","ACTIVE","QUEENS","","","",
"Q012019199C52","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:24 PM","7/18/2019 2:09:24 PM","9/15/2019 11:59:59 PM","'","  67 PLACE","CENTRAL AVENUE","","","","ACTIVE","QUEENS","","","",
"Q012019199C51","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:23 PM","7/18/2019 2:09:23 PM","9/15/2019 11:59:59 PM","'","  67 STREET","CENTRAL AVENUE","","","","ACTIVE","QUEENS","","","",
"Q012019199C50","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:09:23 PM","7/18/2019 2:09:23 PM","9/7/2019 11:59:59 PM","'","  68 STREET","MYRTLE AVENUE","","","","ACTIVE","QUEENS","","","",
"Q012019199C49","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:04 PM","7/18/2019 2:09:04 PM","9/15/2019 11:59:59 PM","'","  69 PLACE","  70 AVENUE","CENTRAL AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C48","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:04 PM","7/18/2019 2:09:04 PM","9/15/2019 11:59:59 PM","'","  72 STREET","EDSALL AVENUE","CENTRAL AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C47","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:09:03 PM","7/18/2019 2:09:03 PM","9/15/2019 11:59:59 PM","'","  67 STREET","CENTRAL AVENUE","MYRTLE AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C46","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:09:03 PM","7/18/2019 2:09:03 PM","9/7/2019 11:59:59 PM","'","  68 STREET","CENTRAL AVENUE","MYRTLE AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C45","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:43 PM","7/18/2019 2:08:43 PM","9/15/2019 11:59:59 PM","'","  65 PLACE","ADMIRAL AVENUE","METROPOLITAN AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C44","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:42 PM","7/18/2019 2:08:42 PM","9/15/2019 11:59:59 PM","'","  64 STREET","PALMETTO STREET","WOODBINE STREET","","","ACTIVE","QUEENS","","","",
"Q012019199C43","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:08:42 PM","7/18/2019 2:08:42 PM","9/15/2019 11:59:59 PM","'","  64 STREET","  53 DRIVE","  55 AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C42","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:41 PM","7/18/2019 2:08:41 PM","9/15/2019 11:59:59 PM","'","  77 PLACE","  62 AVENUE","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C41","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:41 PM","7/18/2019 2:08:41 PM","9/15/2019 11:59:59 PM","'","  77 STREET","  62 AVENUE","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C40","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:40 PM","7/18/2019 2:08:40 PM","9/15/2019 11:59:59 PM","'","  79 STREET","  62 AVENUE","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C39","SAFECO CONSTRUCTION CORP.","'0160","7/18/2019 2:08:40 PM","7/18/2019 2:08:40 PM","9/15/2019 11:59:59 PM","'","  84 STREET","  61 ROAD","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C38","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:39 PM","7/18/2019 2:08:39 PM","9/15/2019 11:59:59 PM","'","  61 ROAD","  84 PLACE","  85 STREET","","","ACTIVE","QUEENS","","","",
"Q012019199C37","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:39 PM","7/18/2019 2:08:39 PM","9/15/2019 11:59:59 PM","'","  85 STREET","  61 ROAD","ELIOT AVENUE","","","ACTIVE","QUEENS","","","",
"Q012019199C36","SAFECO CONSTRUCTION CORP.","'0160P","7/18/2019 2:08:38 PM","7/18/2019 2:08:38 PM","9/15/2019 11:59:59 PM","'","  60 ROAD","  60 LANE","  60 STREET","","","ACTIVE","QUEENS","","","",
"M012019199B26","CONSOLIDATED EDISON","'0122","7/18/2019 2:06:38 PM","7/23/2019 12:00:00 AM","7/28/2019 11:59:59 PM","'","BROADWAY","WEST   26 STREET","","","","ACTIVE","MANHATTAN","18' nsc of w 26 st &amp; 12' ewc of broadway ","","",
"Q022019199A53","VAGGELAS CONSTRUCTION GROUP INC.","'0214","7/18/2019 2:06:26 PM","7/19/2019 12:00:00 AM","10/16/2019 11:59:59 PM","'","  38 STREET","  28 AVENUE","ASTORIA BOULEVARD","","","ACTIVE","QUEENS","","","",
"M012019199B25","CONSOLIDATED EDISON","'0173P","7/18/2019 2:03:11 PM","7/20/2019 12:00:00 AM","8/18/2019 11:59:59 PM","'","  11 AVENUE","WEST   48 STREET","WEST   49 STREET","","","ACTIVE","MANHATTAN","1' WEC OF 11 AVE &amp; 54' S/O W 48 ST ","","",
"S162019199A35","CAPRI LANDSCAPING INC.","'1600","7/18/2019 1:59:28 PM","7/18/2019 1:59:28 PM","7/22/2019 11:59:59 PM","'","GAYNOR STREET","PLEASANT PLAINS AVENUE","SOUTH SERVICE ROAD","","","ACTIVE","STATEN ISLAND","","","",
"S162019199A34","CAPRI LANDSCAPING INC.","'1600","7/18/2019 1:59:28 PM","7/18/2019 1:59:28 PM","7/22/2019 11:59:59 PM","'","ANNFIELD COURT","BEND","SHADY ROAD","","","ACTIVE","STATEN ISLAND","","","",
"S162019199A33","CAPRI LANDSCAPING INC.","'1600","7/18/2019 1:59:27 PM","7/18/2019 1:59:27 PM","7/22/2019 11:59:59 PM","'","SHALE STREET","NOME AVENUE","LEASON PLACE","","","ACTIVE","STATEN ISLAND","","","",
"Q162019199A31","CURBSIDE INC.","'1600","7/18/2019 1:58:54 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","  65 PLACE","CENTRAL AVENUE","MYRTLE AVENUE","","","ACTIVE","QUEENS","71-17 65th Pl ","","",
"M162019199A34","CURBSIDE INC.","'1600","7/18/2019 1:58:54 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","WEST  113 STREET","AMSTERDAM AVENUE","BROADWAY","","","ACTIVE","MANHATTAN","506 W 113th St ","","",
"B162019199A54","CURBSIDE INC.","'1600","7/18/2019 1:58:54 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","KNICKERBOCKER AVENUE","GRATTAN STREET","THAMES STREET","","","ACTIVE","BROOKLYN","85 Knickerbocker Ave ","","",
"M162019199A33","CURBSIDE INC.","'1600","7/18/2019 1:58:53 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","EAST   83 STREET","   5 AVENUE","MADISON AVENUE","","","ACTIVE","MANHATTAN","8 E 83rd St ","","",
"M022019199C10","ENCLOS CORP.","'0204","7/18/2019 1:58:46 PM","7/25/2019 12:00:00 AM","9/18/2019 11:59:59 PM","'","WEST   58 STREET","  11 AVENUE","  12 AVENUE","","","ACTIVE","MANHATTAN","West 58thStreet between 11th and 12th Ave. ","","Manlift",
"M022019199C09","ENCLOS CORP.","'0215","7/18/2019 1:58:45 PM","7/25/2019 12:00:00 AM","9/18/2019 11:59:59 PM","'","WEST   58 STREET","  11 AVENUE","  12 AVENUE","","","ACTIVE","MANHATTAN","West 58thStreet between 11th and 12th Ave. ","","",
"M022019199C08","ENCLOS CORP.","'0211","7/18/2019 1:58:42 PM","7/25/2019 12:00:00 AM","9/18/2019 11:59:59 PM","'","WEST   58 STREET","  11 AVENUE","  12 AVENUE","","","ACTIVE","MANHATTAN","West 58thStreet between 11th and 12th Ave. ","","",
"Q012019199C35","CONSOLIDATED EDISON","'0103","7/18/2019 1:56:25 PM","7/19/2019 12:00:00 AM","9/16/2019 11:59:59 PM","'"," 138 STREET","  63 AVENUE","  64 AVENUE","","","ACTIVE","QUEENS","125' SSC OF 63 AVENUE &amp; 0' EWC OF 138 STREET ","","",
"M012019199B24","CONSOLIDATED EDISON","'0122P","7/18/2019 1:56:07 PM","7/18/2019 1:56:07 PM","8/16/2019 11:59:59 PM","'","WEST   36 STREET","   5 AVENUE","   6 AVENUE","","","ACTIVE","MANHATTAN","325' wwc of 5 ave &amp; 10' snc of w 36 st ","","",
"B012019199B72","JOSEPH L. BALKAN, INC.","'0113","7/18/2019 1:54:34 PM","7/22/2019 12:00:00 AM","8/20/2019 11:59:59 PM","'","LEXINGTON AVENUE","BEDFORD AVENUE","NOSTRAND AVENUE","","","ACTIVE","BROOKLYN","","","",
"Q012019199C34","NEW FAMILY HOMES & BUILDING  RENOVATION CORP.","'0118P","7/18/2019 1:54:13 PM","7/18/2019 1:54:13 PM","8/16/2019 11:59:59 PM","'"," 106 AVENUE","LIVERPOOL STREET","WALTHAM STREET","","","ACTIVE","QUEENS","","","",
"Q162019199A30","SIGNATURE INTERIOR DEMOLITION INC.","'1600","7/18/2019 1:53:34 PM","7/18/2019 1:53:34 PM","7/22/2019 11:59:59 PM","'","  24 ROAD"," 169 STREET","UTOPIA PARKWAY","","","ACTIVE","QUEENS","","","",
"Q022019199A52","MJC WASTE SERVICE INC.","'0214","7/18/2019 1:52:24 PM","7/18/2019 1:52:24 PM","8/6/2019 11:59:59 PM","'"," 194 STREET","  73 AVENUE","  75 AVENUE","","","ACTIVE","QUEENS","place container on street ","","",
"S162019199A32","ECONOMY CONTAINER CORP.","'1600","7/18/2019 1:52:11 PM","7/18/2019 1:52:11 PM","7/22/2019 11:59:59 PM","'","GRIMSBY STREET","DEAD END","GREELEY AVENUE","","","ACTIVE","STATEN ISLAND","","","",
"B162019199A53","S & S CONTAINERS INC.","'1600","7/18/2019 1:52:09 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","EAST   28 STREET","AVENUE R","QUENTIN ROAD","","","ACTIVE","BROOKLYN","","","",
"B162019199A52","S & S CONTAINERS INC.","'1600","7/18/2019 1:50:47 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","EAST    8 STREET","AVENUE N","AVENUE O","","","ACTIVE","BROOKLYN","","","",
"X022019199A32","MJC WASTE SERVICE INC.","'0214","7/18/2019 1:50:35 PM","7/18/2019 1:50:35 PM","8/6/2019 11:59:59 PM","'","BRUCKNER BOULEVARD","CASTLE HILL AVENUE","OLMSTEAD AVENUE","","","ACTIVE","BRONX","place container on street ","","",
"Q162019199A29","BESTWAY CARTING INC.","'1600","7/18/2019 1:50:05 PM","7/18/2019 1:50:05 PM","7/22/2019 11:59:59 PM","'"," 130 STREET"," 109 AVENUE"," 111 AVENUE","","","ACTIVE","QUEENS","RONNY-862 7039738 ","","",
"B162019199A51","S & S CONTAINERS INC.","'1600","7/18/2019 1:49:40 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","EAST   12 STREET","AVENUE K","AVENUE L","","","ACTIVE","BROOKLYN","","","",
"M042019199A09","STEADFAST DEVELOPMENT AND CONSTRUCTION LLC","'0401","7/18/2019 1:49:23 PM","7/20/2019 12:00:00 AM","8/18/2019 11:59:59 PM","'","GANSEVOORT STREET","   9 AVENUE","WASHINGTON STREET","","","ACTIVE","MANHATTAN","","","",
"Q042019199A23","SANYO S CONSTRUCTION CORP.","'0401","7/18/2019 1:48:49 PM","7/19/2019 12:00:00 AM","8/17/2019 11:59:59 PM","'","  85 DRIVE"," 102 STREET","DEAD END","","","ACTIVE","QUEENS","","","",
"B042019199A10","NEW FAMILY HOMES & BUILDING  RENOVATION CORP.","'0401","7/18/2019 1:48:17 PM","7/19/2019 12:00:00 AM","8/17/2019 11:59:59 PM","'","SCHOLES STREET","BEND","LORIMER STREET","","","ACTIVE","BROOKLYN","","","",
"B162019199A50","SAL DONA, INC.","'1600","7/18/2019 1:47:59 PM","7/18/2019 1:47:59 PM","7/22/2019 11:59:59 PM","'","EAST    8 STREET","AVENUE K","AVENUE L","","","ACTIVE","BROOKLYN","","","",
"B012019199B71","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122P","7/18/2019 1:46:54 PM","8/2/2019 12:00:00 AM","8/31/2019 11:59:59 PM","'","MONTAGUE STREET","CLINTON STREET","COURT STREET","","","ACTIVE","BROOKLYN","south side of street  ","","",
"B012019199B70","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122P","7/18/2019 1:46:22 PM","7/26/2019 12:00:00 AM","8/24/2019 11:59:59 PM","'","WARREN STREET","HOYT STREET","SMITH STREET","","","ACTIVE","BROOKLYN","","","",
"M012019199B23","CONSOLIDATED EDISON","'0121","7/18/2019 1:46:15 PM","7/25/2019 12:00:00 AM","9/22/2019 11:59:59 PM","'","BROADWAY","WEST   27 STREET","","","","ACTIVE","MANHATTAN","0' EWC OF BROADWAY &amp; 14' SNC OF W 27 ST ","","",
"M012019199B22","CONSOLIDATED EDISON","'0121P","7/18/2019 1:46:14 PM","7/25/2019 12:00:00 AM","9/22/2019 11:59:59 PM","'","WEST   27 STREET","   6 AVENUE","BROADWAY","","","ACTIVE","MANHATTAN","14' SNC OF W 27 ST &amp; 20' WWC OF BROADWAY  ","","",
"B012019199B69","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122P","7/18/2019 1:45:56 PM","7/25/2019 12:00:00 AM","8/23/2019 11:59:59 PM","'","WARREN STREET","HOYT STREET","SMITH STREET","","","ACTIVE","BROOKLYN","Residential ","","",
"B012019199B68","THE BROOKLYN UNION GAS COMPANY D/B/A NATIONAL GRID NY","'0122","7/18/2019 1:45:18 PM","7/18/2019 1:45:18 PM","8/16/2019 11:59:59 PM","'","FORD STREET","CARROLL STREET","CROWN STREET","","","ACTIVE","BROOKLYN","","","",
"M022019199C07","RCD RESTORATIONS, INC.","'0214","7/18/2019 1:44:51 PM","7/28/2019 12:00:00 AM","8/6/2019 11:59:59 PM","'","WEST   97 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","","","ACTIVE","MANHATTAN","","","",
"M012019199B21","MES CONSTRUCTION CORP.","'0113P","7/18/2019 1:44:38 PM","7/20/2019 12:00:00 AM","8/12/2019 11:59:59 PM","'","WEST   66 STREET","CENTRAL PARK WEST","COLUMBUS AVENUE","","","ACTIVE","MANHATTAN","","","",
"M032019199A45","CONSOLIDATED EDISON","'0303","7/18/2019 1:44:32 PM","7/18/2019 1:44:32 PM","7/19/2019 1:44:32 PM","'","BROAD STREET","SOUTH STREET","WATER STREET","","","ACTIVE","MANHATTAN","MVMH # 10030 AZ ","","",
"M032019199A44","CONSOLIDATED EDISON","'0303","7/18/2019 1:44:32 PM","7/18/2019 1:44:32 PM","7/19/2019 1:44:32 PM","'","BROAD STREET","PEARL STREET","WATER STREET","","","ACTIVE","MANHATTAN","MVMH # 10028 AZ ","","",
"M032019199A43","CONSOLIDATED EDISON","'0303","7/18/2019 1:44:32 PM","7/18/2019 1:44:32 PM","7/19/2019 1:44:32 PM","'","LEXINGTON AVENUE","EAST   56 STREET","EAST   57 STREET","","","ACTIVE","MANHATTAN","TMH # 20-4 ","","",
"M012019199B20","CONSOLIDATED EDISON","'0102","7/18/2019 1:44:23 PM","7/25/2019 12:00:00 AM","9/22/2019 11:59:59 PM","'","WEST   49 STREET","  11 AVENUE","  12 AVENUE","","","ACTIVE","MANHATTAN","0' N/N/C (XING) WEST 49 ST 215' W/W/C 11 AVE 0' N/N/C (XING) WEST 49 ST 161' W/W/C 11 AVE ","","",
"Q012019199C33","SUBSURFACE WATERMAIN & SEWER CONTRACTORS, INC.","'0114","7/18/2019 1:44:14 PM","7/19/2019 12:00:00 AM","8/17/2019 11:59:59 PM","'","  71 STREET","BEND","PENELOPE AVENUE","","","ACTIVE","QUEENS","BETWEEN JUNIPER BLVD SOUTH AND PENELOPE AVENUE ","","",
"M012019199B19","CONSOLIDATED EDISON","'0102P","7/18/2019 1:43:39 PM","7/24/2019 12:00:00 AM","9/21/2019 11:59:59 PM","'","WEST   30 STREET","   7 AVENUE","   8 AVENUE","","","ACTIVE","MANHATTAN","6' S/N/C WEST 30 ST 262' E/E/C 8 AVE ","","",
"M012019198A18","CONSOLIDATED EDISON","'0122","7/18/2019 1:42:49 PM","7/17/2019 8:22:20 AM","7/28/2019 11:59:59 PM","'","PARK AVENUE SOUTH","EAST   27 STREET","EAST   28 STREET","","","ACTIVE","MANHATTAN","11' wec of park ave s &amp; 6' ssc of e 28 st","","",
"S162019199A31","CITYWIDE CONTAINER SERVICE CORP.","'1600","7/18/2019 1:42:35 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","BRIGHTON STREET","HYLAN BOULEVARD","PITTSVILLE AVENUE","","","ACTIVE","STATEN ISLAND","","","",
"B162019199A49","S & S CONTAINERS INC.","'1601","7/18/2019 1:42:24 PM","7/18/2019 1:42:24 PM","7/22/2019 11:59:59 PM","'","CONEY ISLAND AVENUE","AVENUE O","AVENUE P","","","ACTIVE","BROOKLYN","","","",
"B162019199A48","J & D CARRYING & CONSTRUCTION CORP.","'1600","7/18/2019 1:41:44 PM","7/21/2019 12:00:00 AM","7/25/2019 11:59:59 PM","'","WILLOUGHBY AVENUE","MARCY AVENUE","TOMPKINS AVENUE","","","ACTIVE","BROOKLYN","","","",
"Q012019197A80","LIBERTY WATER AND SEWER LLC","'0114P","7/18/2019 1:41:15 PM","7/16/2019 8:50:02 AM","8/14/2019 11:59:59 PM","'","  20 ROAD"," 166 STREET"," 169 STREET","","","ACTIVE","QUEENS","166-27 20 Rd. Queens","","",
"M012019197A54","CONSOLIDATED EDISON","'0122P","7/18/2019 1:41:12 PM","7/16/2019 10:51:08 AM","8/14/2019 11:59:59 PM","'","EAST   48 STREET","   3 AVENUE","LEXINGTON AVENUE","","","ACTIVE","MANHATTAN","165' WWC of 3 Ave &amp; 4' NNC of E 48 St","","",
"Q162019199A28","ROYAL WASTE SERVICES, INC.","'1600","7/18/2019 1:40:54 PM","7/18/2019 1:40:54 PM","7/22/2019 11:59:59 PM","'"," 148 DRIVE"," 259 STREET","HOOK CREEK BOULEVARD","","","ACTIVE","QUEENS","","","",
"B162019199A47","D-BEST EQUIPMENT CORP","'1601","7/18/2019 1:40:17 PM","7/19/2019 12:00:00 AM","7/23/2019 11:59:59 PM","'","ALBEE SQUARE","FULTON STREET","WILLOUGHBY STREET","","","ACTIVE","BROOKLYN","","","",
"B162019199A46","GUMA CONSTRUCTION CORP.","'1600","7/18/2019 1:40:17 PM","7/18/2019 1:40:17 PM","7/22/2019 11:59:59 PM","'","JEFFERSON STREET","IRVING AVENUE","KNICKERBOCKER AVENUE","","","ACTIVE","BROOKLYN","aka 299-313 jefferson st ","","",
"X162019199A23","GUMA CONSTRUCTION CORP.","'1600","7/18/2019 1:40:16 PM","7/18/2019 1:40:16 PM","7/22/2019 11:59:59 PM","'","RYER AVENUE","EAST  180 STREET","EAST  181 STREET","","","ACTIVE","BRONX","aka 2104-2110 ryer ","","",
"B162019199A45","D-BEST EQUIPMENT CORP","'1600","7/18/2019 1:40:16 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","CLINTON STREET","DE GRAW STREET","KANE STREET","","","ACTIVE","BROOKLYN","","","",
"B162019199A44","D-BEST EQUIPMENT CORP","'1600","7/18/2019 1:40:16 PM","7/20/2019 12:00:00 AM","7/24/2019 11:59:59 PM","'","GARDEN PLACE","JORALEMON STREET","STATE STREET","","","ACTIVE","BROOKLYN","","","",
