"PermitNumber","PermitteeName","PermitTypeID","PermitIssueDateFrom","IssuedWorkStartDate","IssuedWorkEndDate","PermitHouseNumber","OnStreetName","FromStreetName","ToStreetName","RoadWayType","SideWalkType","Status","BoroughName","SpecificLocation","CraneType","EquipmentType",
"B022019199B68","ADAM'S EUROPEAN CONTRACTING INC.","'0203","7/18/2019 2:14:28 PM","7/18/2019 2:14:28 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic Between Hoyt and Bond  ","Main - Mobile","",
"B022019199B67","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:14:28 PM","7/18/2019 2:14:28 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic btw Hoyt and Bond ","","Maintain Fence",
"B022019199B66","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:14:27 PM","7/18/2019 2:14:27 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic btw Hoyt and Bond ","","Lull",
"B022019199B65","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:14:27 PM","7/18/2019 2:14:27 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic btw Hoyt and Bond ","","Jersey Barrier",
"B022019199B64","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:14:26 PM","7/18/2019 2:14:26 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic btw Hoyt and Bond ","","Forklift",
"B022019199B63","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:14:26 PM","7/18/2019 2:14:26 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic btw Hoyt and Bond ","","Excavator",
"B022019199B62","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:14:25 PM","7/18/2019 2:14:25 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic btw Hoyt and Bond ","","Bobcat",
"B022019199B61","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:14:25 PM","7/18/2019 2:14:25 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic btw Hoyt and Bond ","","",
"B012019199B76","ADAM'S EUROPEAN CONTRACTING INC.","'0100","7/18/2019 2:14:24 PM","7/18/2019 2:14:24 PM","10/14/2019 11:59:59 PM","'","BALTIC STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Baltic St between Hoyt St and Bond St  ","","",
"B022019199B60","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:59 PM","7/18/2019 2:13:59 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","Maintain Fence",
"B022019199B59","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:58 PM","7/18/2019 2:13:58 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","Lull",
"B022019199B58","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:58 PM","7/18/2019 2:13:58 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","Jersey Barrier",
"B022019199B57","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:57 PM","7/18/2019 2:13:57 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","Forklift",
"B022019199B56","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:57 PM","7/18/2019 2:13:57 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","Excavator",
"B022019199B55","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:56 PM","7/18/2019 2:13:56 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","Bobcat",
"B022019199B54","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:13:56 PM","7/18/2019 2:13:56 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","",
"B022019199B53","ADAM'S EUROPEAN CONTRACTING INC.","'0214","7/18/2019 2:13:55 PM","7/18/2019 2:13:55 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","",
"B022019199B52","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:13:55 PM","7/18/2019 2:13:55 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","",
"B022019199B51","ADAM'S EUROPEAN CONTRACTING INC.","'0202","7/18/2019 2:13:55 PM","7/18/2019 2:13:55 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","",
"B022019199B50","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:13:54 PM","7/18/2019 2:13:54 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","On Bond Street btw Baltic Street and Butler Street  ","","",
"B012019199B75","CONSOLIDATED EDISON","'0102P","7/18/2019 2:13:46 PM","7/18/2019 2:13:46 PM","8/16/2019 11:59:59 PM","'","DOSCHER STREET","LIBERTY AVENUE","","","","ACTIVE","BROOKLYN","15' WEC OF DOSCHER STREET AND 1.15' NSC OF LIBERTY AVENUE ","","",
"B022019199B49","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:13:30 PM","7/18/2019 2:13:30 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Between Douglas and Butler  ","","",
"B022019199B48","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:13:29 PM","7/18/2019 2:13:29 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Between Douglas and Butler  ","","",
"B022019199B47","ADAM'S EUROPEAN CONTRACTING INC.","'0203","7/18/2019 2:13:28 PM","7/18/2019 2:13:28 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Between Douglas and Butler  ","Main - Mobile","",
"B022019199B46","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:28 PM","7/18/2019 2:13:28 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Btw Butler and Douglas  ","","Maintain Fence",
"B022019199B45","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:28 PM","7/18/2019 2:13:28 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Btw Butler and Douglas  ","","Lull",
"B022019199B44","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:27 PM","7/18/2019 2:13:27 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Btw Butler and Douglas  ","","Jersey Barrier",
"B022019199B43","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:26 PM","7/18/2019 2:13:26 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Btw Butler and Douglas  ","","Forklift",
"B022019199B42","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:26 PM","7/18/2019 2:13:26 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Btw Butler and Douglas  ","","Excavator",
"B022019199B41","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:13:26 PM","7/18/2019 2:13:26 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Btw Butler and Douglas  ","","Bobcat",
"B022019199B40","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:13:25 PM","7/18/2019 2:13:25 PM","10/14/2019 11:59:59 PM","'","BOND STREET","BUTLER STREET","DOUGLASS STREET","","","ACTIVE","BROOKLYN","On Bond Btw Butler and Douglas  ","","",
"B022019199B39","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:59 PM","7/18/2019 2:12:59 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Port-o-San ",
"B022019199B38","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:59 PM","7/18/2019 2:12:59 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Maintain Fence",
"B022019199B37","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:58 PM","7/18/2019 2:12:58 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Lull",
"B022019199B36","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:58 PM","7/18/2019 2:12:58 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Jersey Barrier",
"B022019199B35","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:58 PM","7/18/2019 2:12:58 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Guard Booth",
"B022019199B34","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:57 PM","7/18/2019 2:12:57 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Forklift",
"B022019199B33","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:57 PM","7/18/2019 2:12:57 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Excavator",
"B022019199B32","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:56 PM","7/18/2019 2:12:56 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","Bobcat",
"B022019199B31","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:12:56 PM","7/18/2019 2:12:56 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","",
"B022019199B30","ADAM'S EUROPEAN CONTRACTING INC.","'0214","7/18/2019 2:12:55 PM","7/18/2019 2:12:55 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","",
"B022019199B29","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:12:55 PM","7/18/2019 2:12:55 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","",
"B022019199B28","ADAM'S EUROPEAN CONTRACTING INC.","'0202","7/18/2019 2:12:54 PM","7/18/2019 2:12:54 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","",
"B022019199B27","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:12:54 PM","7/18/2019 2:12:54 PM","10/14/2019 11:59:59 PM","'","BOND STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Bond between Warren Street and Wyckoff Street  ","","",
"M012019199B28","CONSOLIDATED EDISON","'0103","7/18/2019 2:12:46 PM","7/18/2019 2:12:46 PM","9/8/2019 11:59:59 PM","'","EAST   38 STREET","   3 AVENUE","QNS MDTWN TNNL EXIT","","","ACTIVE","MANHATTAN","1' E/E/C 3 AVE 7' S/N/C EAST 38 ST ","","",
"M012019199B27","CONSOLIDATED EDISON","'0103","7/18/2019 2:12:45 PM","7/18/2019 2:12:45 PM","9/8/2019 11:59:59 PM","'","   3 AVENUE","EAST   38 STREET","","","","ACTIVE","MANHATTAN","1' W/E/C 3 AVE 7' S/N/C EAST 38 ST ","","",
"M042019199A10","REGAL RECONSTRUCTION CORP.","'0401","7/18/2019 2:12:43 PM","7/18/2019 2:12:43 PM","7/31/2019 11:59:59 PM","'","EAST   20 STREET","   2 AVENUE","   3 AVENUE","","","ACTIVE","MANHATTAN","","","",
"B022019199B26","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:12:27 PM","7/18/2019 2:12:27 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Hoyt and Bond  ","","",
"B022019199B25","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:12:27 PM","7/18/2019 2:12:27 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Hoyt and Bond  ","","",
"B022019199B24","ADAM'S EUROPEAN CONTRACTING INC.","'0203","7/18/2019 2:12:26 PM","7/18/2019 2:12:26 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Hoyt and Bond  ","Main - Mobile","",
"B022019199B23","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:26 PM","7/18/2019 2:12:26 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","Maintain Fence",
"B022019199B22","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:25 PM","7/18/2019 2:12:25 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","Lull",
"B022019199B21","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:25 PM","7/18/2019 2:12:25 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","Jersey Barrier",
"B022019199B20","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:24 PM","7/18/2019 2:12:24 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","Forklift",
"B022019199B19","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:24 PM","7/18/2019 2:12:24 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","Excavator",
"B022019199B18","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:12:23 PM","7/18/2019 2:12:23 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","Bobcat",
"B022019199B17","ADAM'S EUROPEAN CONTRACTING INC.","'0214","7/18/2019 2:12:23 PM","7/18/2019 2:12:23 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","",
"B022019199B16","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:12:22 PM","7/18/2019 2:12:22 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","",
"B022019199B15","ADAM'S EUROPEAN CONTRACTING INC.","'0202","7/18/2019 2:12:22 PM","7/18/2019 2:12:22 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","",
"B022019199B14","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:12:21 PM","7/18/2019 2:12:21 PM","10/14/2019 11:59:59 PM","'","DOUGLASS STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Douglas btw Bond and Hoyt  ","","",
"B022019199B13","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:11:59 PM","7/18/2019 2:11:59 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","BUTLER STREET","","","ACTIVE","BROOKLYN","aka 211 Hoyt Street  ","","Lull",
"B012019199B74","JOSEPH L. BALKAN, INC.","'0113","7/18/2019 2:11:42 PM","7/19/2019 12:00:00 AM","8/16/2019 11:59:59 PM","'","  14 STREET","   6 AVENUE","   7 AVENUE","","","ACTIVE","BROOKLYN","","","",
"B022019199B12","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:11:37 PM","7/18/2019 2:11:37 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt between warren and baltic  ","","",
"B022019199B11","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:11:37 PM","7/18/2019 2:11:37 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt between warren and baltic  ","","",
"B022019199B10","ADAM'S EUROPEAN CONTRACTING INC.","'0203","7/18/2019 2:11:36 PM","7/18/2019 2:11:36 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt between warren and baltic  ","Main - Mobile","",
"B022019199B09","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:11:36 PM","7/18/2019 2:11:36 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","Maintain Fence",
"B022019199B08","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:11:35 PM","7/18/2019 2:11:35 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","Lull",
"B022019199B07","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:11:35 PM","7/18/2019 2:11:35 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","Jersey Barrier",
"B022019199B06","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:11:34 PM","7/18/2019 2:11:34 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","Forklift",
"B022019199B05","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:11:33 PM","7/18/2019 2:11:33 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","Excavator",
"B022019199B04","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:11:33 PM","7/18/2019 2:11:33 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","Bobcat",
"B022019199B03","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:11:32 PM","7/18/2019 2:11:32 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","",
"B022019199B02","ADAM'S EUROPEAN CONTRACTING INC.","'0214","7/18/2019 2:11:32 PM","7/18/2019 2:11:32 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","",
"B022019199B01","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:11:31 PM","7/18/2019 2:11:31 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","",
"B022019199B00","ADAM'S EUROPEAN CONTRACTING INC.","'0202","7/18/2019 2:11:30 PM","7/18/2019 2:11:30 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","",
"B022019199A99","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:11:27 PM","7/18/2019 2:11:27 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","BALTIC STREET","WARREN STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Baltic and Warren  ","","",
"B022019199A98","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:57 PM","7/18/2019 2:10:57 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","Maintain Fence",
"B022019199A97","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:56 PM","7/18/2019 2:10:56 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","Lull",
"B022019199A96","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:56 PM","7/18/2019 2:10:56 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","Jersey Barrier",
"B022019199A95","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:55 PM","7/18/2019 2:10:55 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","Forklift",
"B022019199A94","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:54 PM","7/18/2019 2:10:54 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","Excavator",
"B022019199A93","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:54 PM","7/18/2019 2:10:54 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","Bobcat",
"B022019199A92","ADAM'S EUROPEAN CONTRACTING INC.","'0215","7/18/2019 2:10:53 PM","7/18/2019 2:10:53 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","",
"B022019199A91","ADAM'S EUROPEAN CONTRACTING INC.","'0214","7/18/2019 2:10:53 PM","7/18/2019 2:10:53 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","",
"B022019199A90","ADAM'S EUROPEAN CONTRACTING INC.","'0211","7/18/2019 2:10:52 PM","7/18/2019 2:10:52 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","",
"B022019199A89","ADAM'S EUROPEAN CONTRACTING INC.","'0202","7/18/2019 2:10:52 PM","7/18/2019 2:10:52 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","",
"B022019199A88","ADAM'S EUROPEAN CONTRACTING INC.","'0201","7/18/2019 2:10:51 PM","7/18/2019 2:10:51 PM","10/14/2019 11:59:59 PM","'","HOYT STREET","WARREN STREET","WYCKOFF STREET","","","ACTIVE","BROOKLYN","On Hoyt btw Warren and Wyckoff  ","","",
"S162019199A36","CAPRI LANDSCAPING INC.","'1600","7/18/2019 2:10:43 PM","7/18/2019 2:10:43 PM","7/22/2019 11:59:59 PM","'","GOVERNOR ROAD","BEECHWOOD PLACE","MANOR ROAD","","","ACTIVE","STATEN ISLAND","","","",
"B022019199A87","ADAM'S EUROPEAN CONTRACTING INC.","'0204","7/18/2019 2:10:26 PM","7/18/2019 2:10:26 PM","10/14/2019 11:59:59 PM","'","WYCKOFF STREET","BOND STREET","HOYT STREET","","","ACTIVE","BROOKLYN","On Wyckoff Street between Hoyt Street and Bond Street  ","","Maintain Fence",
